Scaffold	GeneID	BioType
NC_031985.2	glmp	protein_coding
NC_031985.2	rnmt	protein_coding
NC_031985.2	LOC102078671	lncRNA
NC_031985.2	LOC100706277	protein_coding
NC_031985.2	LOC100691966	protein_coding
NC_031985.2	hsf1	protein_coding
NC_031985.2	wdyhv1	protein_coding
NC_031985.2	bop1	protein_coding
NC_031985.2	lrp12	protein_coding
NC_031985.2	LOC100693583	protein_coding
NC_031985.2	LOC100694839	protein_coding
NC_031985.2	lg22h6orf136	protein_coding
NC_031985.2	abcf1	protein_coding
NC_031985.2	mrps18b	protein_coding
NC_031985.2	ppp1r10	protein_coding
NC_031985.2	agr2	protein_coding
NC_031985.2	tspan13	protein_coding
NC_031985.2	LOC100694302	protein_coding
NC_031985.2	LOC112843522	lncRNA
NC_031985.2	ssr2	protein_coding
NC_031985.2	LOC102076359	protein_coding
NC_031985.2	LOC109200044	lncRNA
NC_031985.2	LOC109200043	protein_coding
NC_031985.2	LOC112843462	lncRNA
NC_031985.2	LOC112843463	lncRNA
NC_031985.2	LOC112843461	lncRNA
NC_031985.2	LOC112843459	protein_coding
NC_031985.2	LOC100698102	protein_coding
NC_031985.2	LOC112843460	protein_coding
NC_031985.2	asns	protein_coding
NC_031985.2	tac1	protein_coding
NC_031985.2	LOC102076534	lncRNA
NC_031985.2	sdhaf3	protein_coding
NC_031985.2	rpa3	protein_coding
NC_031985.2	umad1	protein_coding
NC_031985.2	LOC100699351	protein_coding
NC_031985.2	LOC100699084	protein_coding
NC_031985.2	atat1	protein_coding
NC_031985.2	LOC100697746	protein_coding
NC_031985.2	gabbr1	protein_coding
NC_031985.2	LOC102079044	lncRNA
NC_031985.2	LOC109199658	protein_coding
NC_031985.2	LOC102075737	protein_coding
NC_031985.2	LOC112843478	protein_coding
NC_031985.2	phf14	protein_coding
NC_031985.2	LOC100698901	protein_coding
NC_031985.2	LOC112843665	rRNA
NC_031985.2	LOC112843645	rRNA
NC_031985.2	LOC112843668	rRNA
NC_031985.2	LOC100691851	protein_coding
NC_031985.2	gtf2h4	protein_coding
NC_031985.2	znrd1	protein_coding
NC_031985.2	LOC100711348	protein_coding
NC_031985.2	LOC100711079	protein_coding
NC_031985.2	vars2	protein_coding
NC_031985.2	ppp1r11	protein_coding
NC_031985.2	lg22h6orf47	lncRNA
NC_031985.2	LOC112843650	snoRNA
NC_031985.2	LOC100710102	protein_coding
NC_031985.2	trnau1ap	protein_coding
NC_031985.2	LOC102081259	protein_coding
NC_031985.2	epb41	protein_coding
NC_031985.2	stx12	protein_coding
NC_031985.2	LOC100690343	protein_coding
NC_031985.2	vps45	protein_coding
NC_031985.2	LOC102079452	protein_coding
NC_031985.2	LOC100692900	protein_coding
NC_031985.2	LOC102082389	protein_coding
NC_031985.2	LOC109196328	protein_coding
NC_031985.2	LOC109196340	protein_coding
NC_031985.2	LOC109194196	protein_coding
NC_031985.2	LOC102078016	lncRNA
NC_031985.2	LOC100696132	protein_coding
NC_031985.2	LOC106096453	protein_coding
NC_031985.2	LOC100701582	protein_coding
NC_031985.2	LOC100696396	protein_coding
NC_031985.2	pdik1l	protein_coding
NC_031985.2	LOC100696927	protein_coding
NC_031985.2	LOC112843526	lncRNA
NC_031985.2	sf3a3	protein_coding
NC_031985.2	LOC100697459	protein_coding
NC_031985.2	LOC100701858	protein_coding
NC_031985.2	nkiras1	protein_coding
NC_031985.2	rpl15	protein_coding
NC_031985.2	LOC100702127	protein_coding
NC_031985.2	thrb	protein_coding
NC_031985.2	LOC112843545	protein_coding
NC_031985.2	LOC102078350	lncRNA
NC_031985.2	LOC109196339	pseudogene
NC_031985.2	LOC112843619	protein_coding
NC_031986.2	LOC109200125	protein_coding
NC_031986.2	LOC109200126	lncRNA
NC_031986.2	LOC100694732	protein_coding
NC_031986.2	LOC112843839	protein_coding
NC_031986.2	LOC100704753	protein_coding
NC_031986.2	LOC100704215	protein_coding
NC_031986.2	LOC100705023	protein_coding
NC_031986.2	LOC106097288	protein_coding
NC_031986.2	LOC100705290	protein_coding
NC_031986.2	LOC100705556	protein_coding
NC_031986.2	stk24	protein_coding
NC_031986.2	LOC100706083	protein_coding
NC_031986.2	LOC112843797	lncRNA
NC_031986.2	LOC100706347	protein_coding
NC_031986.2	LOC109200141	lncRNA
NC_031986.2	LOC109200142	lncRNA
NC_031986.2	nufip1	protein_coding
NC_031986.2	nop58	protein_coding
NC_031986.2	LOC112844001	snoRNA
NC_031986.2	wdr12	protein_coding
NC_031986.2	ica1l	protein_coding
NC_031986.2	fam117b	protein_coding
NC_031986.2	bmpr2	protein_coding
NC_031986.2	LOC100691238	protein_coding
NC_031986.2	LOC109196871	lncRNA
NC_031986.2	LOC109196870	protein_coding
NC_031986.2	LOC100695163	protein_coding
NC_031986.2	LOC100695424	protein_coding
NC_031986.2	LOC109194416	protein_coding
NC_031986.2	LOC112843840	protein_coding
NC_031986.2	LOC109196899	lncRNA
NC_031986.2	LOC109196908	lncRNA
NC_031986.2	LOC112843765	lncRNA
NC_031986.2	LOC109196847	lncRNA
NC_031986.2	LOC112843733	protein_coding
NC_031986.2	LOC102078002	protein_coding
NC_031986.2	LOC109196850	protein_coding
NC_031986.2	LOC100692208	protein_coding
NC_031986.2	pudp	protein_coding
NC_031986.2	LOC112843949	lncRNA
NC_031986.2	LOC112843774	protein_coding
NC_031986.2	pnpla4	protein_coding
NC_031986.2	sts	protein_coding
NC_031986.2	LOC112843775	lncRNA
NC_031986.2	LOC109196888	lncRNA
NC_031986.2	LOC109196815	protein_coding
NC_031986.2	LOC100696746	protein_coding
NC_031986.2	LOC106098983	protein_coding
NC_031986.2	LOC100693288	lncRNA
NC_031986.2	LOC100697014	protein_coding
NC_031986.2	arl6ip6	protein_coding
NC_031986.2	slc19a2	protein_coding
NC_031986.2	atg3	protein_coding
NC_031986.2	cars2	protein_coding
NC_031986.2	ddrgk1	protein_coding
NC_031986.2	LOC100694365	protein_coding
NC_031986.2	LOC100697819	protein_coding
NC_031986.2	LOC100698085	protein_coding
NC_031986.2	LOC100698352	protein_coding
NC_031986.2	ccdc14	protein_coding
NC_031986.2	LOC100698616	protein_coding
NC_031986.2	hsf2bp	protein_coding
NC_031986.2	cryaa	protein_coding
NC_031986.2	LOC100698887	protein_coding
NC_031986.2	LOC112843773	protein_coding
NC_031986.2	LOC102078479	protein_coding
NC_031986.2	LOC109196834	lncRNA
NC_031986.2	LOC100699420	protein_coding
NC_031986.2	LOC100699690	protein_coding
NC_031986.2	LOC109196835	lncRNA
NC_031986.2	LOC102077291	lncRNA
NC_031986.2	LOC100699956	protein_coding
NC_031986.2	gtf3c3	protein_coding
NC_031986.2	LOC100700501	protein_coding
NC_031986.2	LOC109196831	lncRNA
NC_031986.2	LOC106098304	lncRNA
NC_031986.2	LOC100711761	protein_coding
NC_031986.2	LOC109197047	lncRNA
NC_031986.2	LOC112843746	lncRNA
NC_031986.2	LOC109197046	protein_coding
NC_031986.2	LOC100706699	protein_coding
NC_031986.2	LOC112843740	pseudogene
NC_031986.2	LOC112843747	lncRNA
NC_031986.2	LOC112843752	lncRNA
NC_031986.2	LOC100703487	lncRNA
NC_031986.2	LOC100706431	protein_coding
NC_031986.2	fam207a	protein_coding
NC_031986.2	LOC102082580	lncRNA
NC_031986.2	cep70	protein_coding
NC_031986.2	LOC100705903	protein_coding
NC_031986.2	dhrsx	protein_coding
NC_031986.2	zbed1	protein_coding
NC_031986.2	LOC100705374	protein_coding
NC_031986.2	LOC100705109	protein_coding
NC_031986.2	LOC100704839	protein_coding
NC_031986.2	prkx	protein_coding
NC_031986.2	LOC109197015	protein_coding
NC_031986.2	LOC109197084	lncRNA
NC_031986.2	LOC112843742	pseudogene
NC_031986.2	LOC109196817	lncRNA
NC_031986.2	donson	protein_coding
NC_031986.2	LOC100691239	protein_coding
NC_031986.2	LOC109196829	lncRNA
NC_031986.2	LOC102076405	lncRNA
NC_031986.2	LOC109196826	lncRNA
NC_031986.2	LOC102082873	protein_coding
NC_031986.2	LOC112843744	protein_coding
NC_031986.2	LOC109196822	protein_coding
NC_031986.2	LOC109196823	protein_coding
NC_031986.2	LOC109196828	lncRNA
NC_031986.2	LOC109196820	protein_coding
NC_031986.2	LOC100712295	protein_coding
NC_031986.2	rcan1	protein_coding
NC_031986.2	LOC100694991	protein_coding
NC_031986.2	LOC109196894	lncRNA
NC_031986.2	LOC109196813	protein_coding
NC_031986.2	LOC112843754	lncRNA
NC_031986.2	LOC109196811	protein_coding
NC_031986.2	LOC112843842	protein_coding
NC_031986.2	LOC109196810	protein_coding
NC_031986.2	LOC112843843	protein_coding
NC_031986.2	LOC109196809	protein_coding
NC_031986.2	LOC112843844	protein_coding
NC_031986.2	LOC112843750	lncRNA
NC_031986.2	LOC109197033	lncRNA
NC_031986.2	LOC109197117	lncRNA
NC_031986.2	LOC109197116	lncRNA
NC_031986.2	LOC112843751	lncRNA
NC_031986.2	LOC112843845	protein_coding
NC_031986.2	LOC112843748	lncRNA
NC_031986.2	LOC112843753	lncRNA
NC_031986.2	LOC109197019	protein_coding
NC_031986.2	LOC112843745	lncRNA
NC_031986.2	LOC109197020	lncRNA
NC_031986.2	LOC112843749	lncRNA
NC_031986.2	LOC112843836	lncRNA
NC_031986.2	LOC112843835	lncRNA
NC_031986.2	LOC112843834	protein_coding
NC_031986.2	LOC109196762	lncRNA
NC_031986.2	LOC102078334	lncRNA
NC_031986.2	LOC112843756	lncRNA
NC_031986.2	LOC102078426	protein_coding
NC_031986.2	LOC100698123	protein_coding
NC_031986.2	LOC100698390	protein_coding
NC_031986.2	LOC100698655	protein_coding
NC_031986.2	LOC100698925	protein_coding
NC_031986.2	LOC100690528	protein_coding
NC_031986.2	LOC109196884	lncRNA
NC_031986.2	LOC100691786	protein_coding
NC_031986.2	LOC109197070	lncRNA
NC_031986.2	LOC100692598	protein_coding
NC_031986.2	LOC100693141	protein_coding
NC_031986.2	LOC100699459	protein_coding
NC_031986.2	LOC100695463	protein_coding
NC_031986.2	LOC100699730	protein_coding
NC_031986.2	LOC100696783	protein_coding
NC_031986.2	LOC112843757	protein_coding
NC_031986.2	LOC112843931	lncRNA
NC_031986.2	LOC100699994	protein_coding
NC_031986.2	LOC112843869	pseudogene
NC_031986.2	LOC100700264	protein_coding
NC_031986.2	LOC100700542	protein_coding
NC_031986.2	LOC106097921	protein_coding
NC_031986.2	LOC100702162	protein_coding
NC_031986.2	LOC100701074	protein_coding
NC_031986.2	LOC100701348	protein_coding
NC_031986.2	LOC100701619	protein_coding
NC_031986.2	LOC100701894	protein_coding
NC_031986.2	LOC100711815	protein_coding
NC_031986.2	LOC100690803	protein_coding
NC_031986.2	LOC112843868	pseudogene
NC_031986.2	LOC100691335	protein_coding
NC_031986.2	LOC112843878	protein_coding
NC_031986.2	LOC100702432	protein_coding
NC_031986.2	LOC100702701	protein_coding
NC_031986.2	LOC109197074	lncRNA
NC_031986.2	LOC100702970	protein_coding
NC_031986.2	sap18	protein_coding
NC_031986.2	rtraf	protein_coding
NC_031986.2	nid2	protein_coding
NC_031986.2	LOC100703512	protein_coding
NC_031986.2	LOC109196765	lncRNA
NC_031986.2	LOC109197125	protein_coding
NC_031986.2	LOC102082435	lncRNA
NC_031986.2	txndc16	protein_coding
NC_031986.2	LOC100703788	protein_coding
NC_031986.2	LOC100704055	protein_coding
NC_031986.2	LOC100704325	protein_coding
NC_031986.2	lig4	protein_coding
NC_031986.2	LOC100704860	protein_coding
NC_031986.2	LOC100704766	protein_coding
NC_031986.2	LOC100705398	protein_coding
NC_031986.2	LOC109197113	lncRNA
NC_031986.2	LOC100705663	protein_coding
NC_031986.2	nudt15	protein_coding
NC_031986.2	LOC100705925	protein_coding
NC_031986.2	LOC100706194	protein_coding
NC_031986.2	LOC100706455	protein_coding
NC_031986.2	nbeal1	protein_coding
NC_031986.2	LOC100706992	protein_coding
NC_031986.2	fdx1	protein_coding
NC_031986.2	LOC100707258	protein_coding
NC_031986.2	pspc1	protein_coding
NC_031986.2	lypd6	protein_coding
NC_031986.2	LOC100708058	protein_coding
NC_031986.2	LOC112843876	protein_coding
NC_031986.2	rnd3	protein_coding
NC_031986.2	LOC112843948	lncRNA
NC_031986.2	LOC106097929	protein_coding
NC_031986.2	LOC100708599	protein_coding
NC_031986.2	zranb3	protein_coding
NC_031986.2	LOC106097930	lncRNA
NC_031986.2	LOC109196859	lncRNA
NC_031986.2	LOC100709139	protein_coding
NC_031986.2	tmem163	protein_coding
NC_031986.2	mgat5	protein_coding
NC_031986.2	LOC100691517	protein_coding
NC_031986.2	enpp4	protein_coding
NC_031986.2	LOC100709953	protein_coding
NC_031986.2	gckr	protein_coding
NC_031986.2	LOC109197060	lncRNA
NC_031986.2	LOC100710475	protein_coding
NC_031986.2	lg23h8orf74	protein_coding
NC_031986.2	LOC100711012	protein_coding
NC_031986.2	LOC112843861	lncRNA
NC_031986.2	LOC100692056	protein_coding
NC_031986.2	LOC100711275	protein_coding
NC_031986.2	steap3	protein_coding
NC_031986.2	LOC100692327	protein_coding
NC_031986.2	LOC100712082	protein_coding
NC_031986.2	cfap221	protein_coding
NC_031986.2	LOC112843934	lncRNA
NC_031986.2	LOC109197029	protein_coding
NC_031986.2	LOC100689728	protein_coding
NC_031986.2	LOC112843826	lncRNA
NC_031986.2	LOC112843827	lncRNA
NC_031986.2	LOC112843828	lncRNA
NC_031986.2	LOC100689998	protein_coding
NC_031986.2	LOC100692868	protein_coding
NC_031986.2	ndfip2	protein_coding
NC_031986.2	spry2	protein_coding
NC_031986.2	LOC112843954	lncRNA
NC_031986.2	LOC112843874	protein_coding
NC_031986.2	LOC109196755	lncRNA
NC_031986.2	LOC112843875	protein_coding
NC_031986.2	slitrk1	protein_coding
NC_031986.2	LOC112843910	lncRNA
NC_031986.2	LOC112843758	lncRNA
NC_031986.2	LOC106097925	lncRNA
NC_031986.2	LOC109194304	protein_coding
NC_031986.2	LOC109196874	lncRNA
NC_031986.2	LOC112843726	lncRNA
NC_031986.2	LOC112843935	lncRNA
NC_031986.2	LOC109196806	protein_coding
NC_031986.2	LOC109197093	protein_coding
NC_031986.2	LOC100712146	protein_coding
NC_031986.2	LOC102081312	lncRNA
NC_031986.2	slitrk6	protein_coding
NC_031986.2	LOC102081524	lncRNA
NC_031986.2	slitrk5	protein_coding
NC_031986.2	LOC109196749	lncRNA
NC_031986.2	LOC106097920	protein_coding
NC_031986.2	LOC106096652	lncRNA
NC_031986.2	LOC112843932	lncRNA
NC_031986.2	LOC106097926	lncRNA
NC_031986.2	LOC100692412	protein_coding
NC_031986.2	LOC100692684	protein_coding
NC_031986.2	msl3	protein_coding
NC_031986.2	LOC100692958	protein_coding
NC_031986.2	LOC109197090	protein_coding
NC_031986.2	LOC102082692	protein_coding
NC_031986.2	LOC112843722	lncRNA
NC_031986.2	LOC112843831	lncRNA
NC_031986.2	LOC100693228	protein_coding
NC_031986.2	LOC112843832	lncRNA
NC_031986.2	LOC102083135	protein_coding
NC_031986.2	nr0b1b	protein_coding
NC_031986.2	LOC100693503	protein_coding
NC_031986.2	LOC102083057	lncRNA
NC_031986.2	cenpl	protein_coding
NC_031986.2	LOC100693944	protein_coding
NC_031986.2	LOC100694035	protein_coding
NC_031986.2	LOC109196761	lncRNA
NC_031986.2	LOC102076577	lncRNA
NC_031986.2	LOC112843721	lncRNA
NC_031986.2	LOC102076658	lncRNA
NC_031986.2	LOC100694310	protein_coding
NC_031986.2	adamts5	protein_coding
NC_031986.2	adamts1	protein_coding
NC_031986.2	cyyr1	protein_coding
NC_031986.2	LOC100694218	protein_coding
NC_031986.2	atp5pf	protein_coding
NC_031986.2	jam2	protein_coding
NC_031986.2	mrpl39	protein_coding
NC_031986.2	LOC100694930	protein_coding
NC_031986.2	LOC100695201	protein_coding
NC_031986.2	LOC112843716	lncRNA
NC_031986.2	LOC109196959	lncRNA
NC_031986.2	LOC100696162	protein_coding
NC_031986.2	LOC102079181	lncRNA
NC_031986.2	LOC102079238	protein_coding
NC_031986.2	nrp2	protein_coding
NC_031986.2	LOC112843723	lncRNA
NC_031986.2	LOC109196805	protein_coding
NC_031986.2	LOC112843724	lncRNA
NC_031986.2	LOC112843856	lncRNA
NC_031986.2	LOC100696961	protein_coding
NC_031986.2	LOC100697229	protein_coding
NC_031986.2	cnppd1	protein_coding
NC_031986.2	LOC100697765	protein_coding
NC_031986.2	retreg2	protein_coding
NC_031986.2	mdh1b	protein_coding
NC_031986.2	fastkd2	protein_coding
NC_031986.2	LOC100699099	protein_coding
NC_031986.2	LOC100699366	protein_coding
NC_031986.2	spp2	protein_coding
NC_031986.2	LOC100695990	protein_coding
NC_031986.2	LOC100699903	protein_coding
NC_031986.2	zc3h13	protein_coding
NC_031986.2	rpl31	protein_coding
NC_031986.2	chst10	protein_coding
NC_031986.2	map4k4	protein_coding
NC_031986.2	LOC100700715	protein_coding
NC_031986.2	LOC100697050	protein_coding
NC_031986.2	LOC100700983	protein_coding
NC_031986.2	LOC100697324	protein_coding
NC_031986.2	cdadc1	protein_coding
NC_031986.2	LOC100701531	protein_coding
NC_031986.2	LOC100701803	protein_coding
NC_031986.2	tubgcp3	protein_coding
NC_031986.2	atp11a	protein_coding
NC_031986.2	sox1	protein_coding
NC_031986.2	LOC100702607	protein_coding
NC_031986.2	LOC100702876	protein_coding
NC_031986.2	LOC100703957	protein_coding
NC_031986.2	LOC109196947	protein_coding
NC_031986.2	LOC100702575	protein_coding
NC_031986.2	LOC112843732	lncRNA
NC_031986.2	LOC112843728	lncRNA
NC_031986.2	LOC112843729	lncRNA
NC_031986.2	LOC106097716	protein_coding
NC_031986.2	LOC112843730	lncRNA
NC_031986.2	LOC100704497	protein_coding
NC_031986.2	LOC112843731	lncRNA
NC_031986.2	LOC100696931	protein_coding
NC_031986.2	LOC100702843	protein_coding
NC_031986.2	LOC109197031	protein_coding
NC_031986.2	LOC102082214	protein_coding
NC_031986.2	LOC100697371	protein_coding
NC_031986.2	LOC100703109	protein_coding
NC_031986.2	ipo5	protein_coding
NC_031986.2	atg13	protein_coding
NC_031986.2	harbi1	protein_coding
NC_031986.2	creb3l1	protein_coding
NC_031986.2	LOC112843888	lncRNA
NC_031986.2	LOC100703655	protein_coding
NC_031986.2	LOC100698621	protein_coding
NC_031986.2	unc50	protein_coding
NC_031986.2	LOC100704193	protein_coding
NC_031986.2	LOC109196804	protein_coding
NC_031986.2	LOC112843962	rRNA
NC_031986.2	LOC112844007	rRNA
NC_031986.2	LOC102079245	protein_coding
NC_031986.2	LOC102083259	lncRNA
NC_031986.2	LOC100704461	protein_coding
NC_031986.2	LOC112844044	rRNA
NC_031986.2	LOC112844033	rRNA
NC_031986.2	LOC102079568	protein_coding
NC_031986.2	LOC102079673	protein_coding
NC_031986.2	LOC100704728	protein_coding
NC_031986.2	LOC112843873	protein_coding
NC_031986.2	LOC112843991	pseudogene
NC_031986.2	LOC112844018	rRNA
NC_031986.2	LOC100704999	protein_coding
NC_031986.2	LOC100705266	protein_coding
NC_031986.2	LOC100705534	protein_coding
NC_031986.2	LOC100699157	protein_coding
NC_031986.2	LOC100699606	protein_coding
NC_031986.2	LOC100699868	protein_coding
NC_031986.2	LOC100700136	protein_coding
NC_031986.2	LOC100700411	protein_coding
NC_031986.2	LOC100700681	protein_coding
NC_031986.2	LOC100705797	protein_coding
NC_031986.2	LOC100706059	protein_coding
NC_031986.2	LOC100700946	protein_coding
NC_031986.2	LOC100706322	protein_coding
NC_031986.2	LOC100706589	protein_coding
NC_031986.2	pln	protein_coding
NC_031986.2	LOC112843983	pseudogene
NC_031986.2	LOC100707126	protein_coding
NC_031986.2	LOC112844029	rRNA
NC_031986.2	LOC112844040	rRNA
NC_031986.2	LOC102077500	protein_coding
NC_031986.2	LOC102077711	lncRNA
NC_031986.2	LOC112843964	rRNA
NC_031986.2	LOC102077659	lncRNA
NC_031986.2	LOC112843977	rRNA
NC_031986.2	LOC112843885	lncRNA
NC_031986.2	LOC109197039	lncRNA
NC_031986.2	cd2	protein_coding
NC_031986.2	LOC102078135	lncRNA
NC_031986.2	LOC112843817	lncRNA
NC_031986.2	ptgfrn	protein_coding
NC_031986.2	LOC100707934	protein_coding
NC_031986.2	trnal-aag	tRNA
NC_031986.2	LOC100708206	protein_coding
NC_031986.2	tgds	protein_coding
NC_031986.2	gpr180	protein_coding
NC_031986.2	trnas-cga	tRNA
NC_031986.2	LOC100701223	protein_coding
NC_031986.2	LOC112844022	rRNA
NC_031986.2	LOC112843968	rRNA
NC_031986.2	LOC112843979	rRNA
NC_031986.2	LOC112844037	rRNA
NC_031986.2	LOC112843990	rRNA
NC_031986.2	LOC109196846	lncRNA
NC_031986.2	LOC112843946	lncRNA
NC_031986.2	LOC112843945	lncRNA
NC_031986.2	LOC102079780	protein_coding
NC_031986.2	LOC112844034	rRNA
NC_031986.2	LOC112844043	rRNA
NC_031986.2	LOC109196763	lncRNA
NC_031986.2	LOC112843953	lncRNA
NC_031986.2	LOC102080596	protein_coding
NC_031986.2	LOC112844023	rRNA
NC_031986.2	gemin8	protein_coding
NC_031986.2	LOC106096927	protein_coding
NC_031986.2	LOC100703666	protein_coding
NC_031986.2	LOC112843943	protein_coding
NC_031986.2	LOC102079450	protein_coding
NC_031986.2	LOC100703934	protein_coding
NC_031986.2	LOC102079718	protein_coding
NC_031986.2	LOC102079804	protein_coding
NC_031986.2	LOC112843908	lncRNA
NC_031986.2	LOC102080037	lncRNA
NC_031986.2	LOC109199915	protein_coding
NC_031986.2	LOC106096756	protein_coding
NC_031986.2	LOC102080203	lncRNA
NC_031986.2	LOC100704473	protein_coding
NC_031986.2	LOC102080377	protein_coding
NC_031986.2	LOC112843789	lncRNA
NC_031986.2	LOC109199909	protein_coding
NC_031986.2	LOC112843782	lncRNA
NC_031986.2	LOC112843787	lncRNA
NC_031986.2	LOC106097831	protein_coding
NC_031986.2	LOC109199908	protein_coding
NC_031986.2	LOC112841708	protein_coding
NC_031986.2	LOC102080902	lncRNA
NC_031986.2	LOC109199907	protein_coding
NC_031986.2	LOC112843791	lncRNA
NC_031986.2	LOC102081792	protein_coding
NC_031986.2	LOC100711632	protein_coding
NC_031986.2	LOC109199904	protein_coding
NC_031986.2	LOC109199906	lncRNA
NC_031986.2	LOC100703119	protein_coding
NC_031986.2	LOC100700420	protein_coding
NC_031986.2	tceanc	protein_coding
NC_031986.2	tmsb4x	protein_coding
NC_031986.2	LOC100699971	protein_coding
NC_031986.2	LOC100702316	protein_coding
NC_031986.2	LOC109196944	lncRNA
NC_031986.2	aamp	protein_coding
NC_031986.2	gpbar1	protein_coding
NC_031986.2	LOC100701777	protein_coding
NC_031986.2	LOC100701505	protein_coding
NC_031986.2	arpc2	protein_coding
NC_031986.2	LOC106096926	lncRNA
NC_031986.2	LOC112843776	protein_coding
NC_031986.2	slc19a1	protein_coding
NC_031986.2	LOC100700956	protein_coding
NC_031986.2	LOC102077016	protein_coding
NC_031986.2	LOC100700689	protein_coding
NC_031986.2	LOC112843992	rRNA
NC_031986.2	LOC112843965	rRNA
NC_031986.2	LOC112843998	rRNA
NC_031986.2	LOC112844025	rRNA
NC_031986.2	LOC112844002	rRNA
NC_031986.2	LOC112844026	rRNA
NC_031986.2	LOC112844003	rRNA
NC_031986.2	LOC112843974	rRNA
NC_031986.2	LOC112844004	rRNA
NC_031986.2	LOC112844027	rRNA
NC_031986.2	LOC112844024	rRNA
NC_031986.2	LOC112843982	pseudogene
NC_031986.2	LOC112844005	rRNA
NC_031986.2	LOC112843976	rRNA
NC_031986.2	LOC112844006	rRNA
NC_031986.2	LOC112843984	pseudogene
NC_031986.2	LOC112843981	pseudogene
NC_031986.2	LOC112843988	pseudogene
NC_031986.2	LOC112843980	pseudogene
NC_031986.2	LOC112843975	rRNA
NC_031986.2	LOC112843970	rRNA
NC_031986.2	LOC112843987	pseudogene
NC_031986.2	LOC112844045	rRNA
NC_031986.2	LOC112844036	rRNA
NC_031986.2	LOC112844041	rRNA
NC_031986.2	LOC112844028	rRNA
NC_031986.2	LOC112843963	rRNA
NC_031986.2	LOC112843978	pseudogene
NC_031986.2	LOC112844008	rRNA
NC_031986.2	LOC112844038	rRNA
NC_031986.2	LOC112844009	rRNA
NC_031986.2	LOC112843971	rRNA
NC_031986.2	LOC112844042	rRNA
NC_031986.2	LOC112843972	rRNA
NC_031986.2	LOC112844010	rRNA
NC_031986.2	LOC112844030	rRNA
NC_031986.2	LOC112844011	rRNA
NC_031986.2	LOC112843967	rRNA
NC_031986.2	LOC112844012	rRNA
NC_031986.2	LOC112843973	rRNA
NC_031986.2	LOC112844013	rRNA
NC_031986.2	LOC112843969	rRNA
NC_031986.2	LOC112844039	rRNA
NC_031986.2	LOC112844035	rRNA
NC_031986.2	LOC112844032	rRNA
NC_031986.2	LOC112843966	rRNA
NC_031986.2	LOC112844014	rRNA
NC_031986.2	LOC112844031	rRNA
NC_031986.2	LOC109196772	lncRNA
NC_031986.2	LOC100709945	protein_coding
NC_031986.2	LOC109196897	lncRNA
NC_031986.2	LOC102077486	lncRNA
NC_031986.2	trnal-uaa	tRNA
NC_031986.2	LOC109196777	lncRNA
NC_031986.2	LOC109196745	protein_coding
NC_031986.2	LOC112843778	protein_coding
NC_031986.2	LOC109196773	lncRNA
NC_031986.2	LOC100708586	protein_coding
NC_031986.2	LOC106097339	lncRNA
NC_031986.2	LOC109196802	pseudogene
NC_031986.2	LOC102080906	misc_RNA
NC_031986.2	LOC112843788	lncRNA
NC_031986.2	LOC102081395	lncRNA
NC_031986.2	LOC100712228	protein_coding
NC_031986.2	LOC102081223	protein_coding
NC_031986.2	LOC112843779	protein_coding
NC_031986.2	LOC112843790	lncRNA
NC_031986.2	LOC100711960	protein_coding
NC_031986.2	LOC112843781	lncRNA
NC_031986.2	LOC112843785	lncRNA
NC_031986.2	LOC100711688	protein_coding
NC_031986.2	LOC112843792	lncRNA
NC_031986.2	LOC112843783	lncRNA
NC_031986.2	LOC102080405	protein_coding
NC_031986.2	LOC112843784	lncRNA
NC_031986.2	LOC112843912	protein_coding
NC_031986.2	LOC112843780	protein_coding
NC_031986.2	LOC109196993	pseudogene
NC_031986.2	LOC112843786	lncRNA
NC_031986.2	LOC106096586	lncRNA
NC_031986.2	LOC106096584	lncRNA
NC_031986.2	LOC100710881	protein_coding
NC_031986.2	LOC106096583	protein_coding
NC_031986.2	LOC109197094	protein_coding
NC_031986.2	LOC102081783	protein_coding
NC_031986.2	LOC100708021	protein_coding
NC_031986.2	LOC100707752	protein_coding
NC_031986.2	LOC112843801	lncRNA
NC_031986.2	LOC102079745	protein_coding
NC_031986.2	LOC100710616	protein_coding
NC_031986.2	LOC109196803	pseudogene
NC_031986.2	LOC100707486	protein_coding
NC_031986.2	LOC100707222	protein_coding
NC_031986.2	LOC109196918	protein_coding
NC_031986.2	LOC100706960	protein_coding
NC_031986.2	LOC100710351	pseudogene
NC_031986.2	LOC100706689	protein_coding
NC_031986.2	n6amt1	protein_coding
NC_031986.2	gart	protein_coding
NC_031986.2	LOC100709818	protein_coding
NC_031986.2	LOC109196779	protein_coding
NC_031986.2	ncam2	protein_coding
NC_031986.2	LOC109196976	protein_coding
NC_031986.2	LOC109196978	protein_coding
NC_031986.2	arl13b	protein_coding
NC_031986.2	LOC109196979	protein_coding
NC_031986.2	LOC100709281	protein_coding
NC_031986.2	LOC106096423	protein_coding
NC_031986.2	LOC100708742	protein_coding
NC_031986.2	LOC102077687	protein_coding
NC_031986.2	LOC100705894	protein_coding
NC_031986.2	LOC100708472	protein_coding
NC_031986.2	LOC109196774	protein_coding
NC_031986.2	trnai-aau	tRNA
NC_031986.2	LOC100705628	protein_coding
NC_031986.2	trnam-cau	tRNA
NC_031986.2	trnak-cuu	tRNA
NC_031986.2	trnag-gcc	tRNA
